prim2_common,prim1_common,strat_id,psu_id,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,BOAT_HRS,NUM_TYP9,telefon,COASTAL,kod,ASG_CODE,MODE_ASG,new_list,PRT_CODE,CELLTYPE,region,strat_interval,month,fshinsp_a,num_fish_a,COUNTY,TIME,tsn1,tsn2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,date1,DIST,prim1,prim2,MODE2001,TURTLE,GENDER,REEFCODE,AGE,AREA_NC,ART_REEF,muni_res,muni_trp,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER
,,2018021245weS:8AM-8PM,2018112451574820180219,2018,0,17,31,12,71,305,7,5,5,5,4.5,0.00,3,0,1,3,0,0,0,4,1,1574820180219013,7,1,2,2,,,,O,we,1574820180219,7,,1574820180219013,1,4,S:8AM-8PM,02,0,3,,1338,,,8,1,,8,1,8,20MAR201809:39,8,,,,,,,,,,,,846.22705229,2018021245weS:8AM-8PM,,0,1574820180219013
,,2018021245weS:8AM-8PM,2018112451574820180219,2018,0,17,31,12,71,305,7,5,5,5,4.5,0.00,3,0,1,2,0,0,1,4,2,1574820180219014,7,1,2,2,,,,O,we,1574820180219,7,,1574820180219013,1,4,S:8AM-8PM,02,,,,1339,,,8,1,,8,2,8,20MAR201809:39,8,,,,,,,,,,,,846.22705229,2018021245weS:8AM-8PM,,0,1574820180219014
,,2018021245weS:8AM-8PM,2018112451574820180219,2018,0,17,31,12,71,305,7,5,5,5,4.5,0.00,3,0,1,2,0,0,1,4,2,1574820180219015,7,1,2,2,,,,O,we,1574820180219,7,,1574820180219013,1,4,S:8AM-8PM,02,,,,1340,,,8,1,,8,2,8,20MAR201809:39,8,,,,,,,,,,,,846.22705229,2018021245weS:8AM-8PM,,0,1574820180219015
,,2018021245weS:8AM-8PM,2018112451574820180219,2018,0,17,31,12,71,305,7,5,5,5,4.5,0.00,3,0,1,2,0,0,1,4,2,1574820180219016,7,1,2,2,,,,O,we,1574820180219,7,,1574820180219013,1,4,S:8AM-8PM,02,,,,1341,,,8,1,,8,2,8,20MAR201809:39,8,,,,,,,,,,,,846.22705229,2018021245weS:8AM-8PM,,0,1574820180219016
,,2018021245wdS:8AM-8PM,2018112451575620180214,2018,5,34,25,12,71,759,7,5,5,5,4,0.00,0,0,1,1,1,0,0,1,8,1575620180214014,7,1,1,2,,,,O,wd,1575620180214,3,,1575620180214014,1,4,S:8AM-8PM,02,4,0,MONMOUTH,1535,,,8,1,,8,2,1,20MAR201809:39,8,,,,,,,,,,,,1071.971253,2018021245wdS:8AM-8PM,,0,1575620180214014
COMMON SNOOK,RED DRUM,2018011235weS:8AM-8PM,2018112351578120180106,2018,0,38,93,12,103,4033,7,5,K,5,5.5,0.00,0,0,1,4,0,0,0,2,1,1578120180106003,7,1,2,2,,,,O,we,1578120180106,3,,1578120180106003,1,3,S:8AM-8PM,01,0,3,,1615,169290,167648,8,1,,8,1,8,15FEB201809:49,8,8835440901,8835010105,,,,,,,,,,158.6566725,2018011235weS:8AM-8PM,,0,1578120180106003
COMMON SNOOK,RED DRUM,2018011235weS:8AM-8PM,2018112351578120180106,2018,7,12,103,12,103,4033,7,5,K,5,5.5,0.00,10,5,1,2,0,0,1,2,2,1578120180106004,7,1,2,2,,,,Y,we,1578120180106,3,,1578120180106003,1,3,S:8AM-8PM,01,0,3,PINELLAS,1617,169290,167648,8,1,,8,1,8,15FEB201809:49,8,8835440901,8835010105,,,,,,,,,,158.6566725,2018011235weS:8AM-8PM,,0,1578120180106004
,,2018011235weS:8AM-8PM,2018112351578120180126,2018,7,12,101,12,57,725,7,5,K,5,5,0.00,2,0,3,2,8,0,0,3,1,1578120180126007,7,1,1,2,,,,Y,we,1578120180126,3,,1578120180126007,1,3,S:8AM-8PM,01,8,0,PASCO,1415,,,8,1,,2,1,2,15FEB201809:49,8,,,,,,,,,,,,71.95911214,2018011235weS:8AM-8PM,,0,1578120180126007
,,2018011235weS:8AM-8PM,2018112351578120180126,2018,0,55,73,12,57,725,7,5,K,5,5,0.00,2,0,0,2,0,1,1,3,2,1578120180126008,7,1,3,2,,,,O,we,1578120180126,3,,1578120180126007,1,3,S:8AM-8PM,01,,,,1417,,,8,1,,8,1,8,15FEB201809:49,8,,,,,,,,,,,,71.95911214,2018011235weS:8AM-8PM,,0,1578120180126007
,,2018011235weS:8AM-8PM,2018112351578120180126,2018,0,55,75,12,57,725,7,5,K,5,5,0.00,2,0,0,3,0,1,1,3,2,1578120180126009,7,1,3,2,,,,O,we,1578120180126,3,,1578120180126007,1,3,S:8AM-8PM,01,,,,1419,,,8,1,,8,1,8,15FEB201809:49,8,,,,,,,,,,,,71.95911214,2018011235weS:8AM-8PM,,0,1578120180126007
GULF KINGFISH,SPOTTED SEATROUT,2018021225weS:8AM-8PM,2018112251578220180217,2018,6,13,71,12,37,648,7,5,4,5,4,0.00,50,6,1,2,4,0,0,1,8,1578220180217001,7,1,1,2,,,,O,we,1578220180217,7,,1578220180217001,1,2,S:8AM-8PM,02,37,0,,1222,169239,169275,8,1,,8,1,1,20MAR201809:39,8,8835440102,8835440602,,,,,,,,,,18.650988969,2018021225weS:8AM-8PM,,0,1578220180217001
RED DRUM,COMMON SNOOK,2018011235wdS:8AM-8PM,2018112351578420180125,2018,0,29,189,12,81,558,7,5,3,5,3,0.00,15,1,1,5,0,0,0,1,8,1578420180125001,7,1,2,1,,,,O,wd,1578420180125,3,,1578420180125001,1,3,S:8AM-8PM,01,,,,1420,167648,169290,8,1,,8,1,8,15FEB201809:49,8,8835010105,8835440901,,,,,,,,,,623.20730407,2018011235wdS:8AM-8PM,,0,1578420180125001
,,2018011235weS:8AM-8PM,2018112351578420180127,2018,7,12,115,12,115,286,7,5,J,5,2,0.00,51,7,1,1,0,0,0,4,1,1578420180127001,7,1,2,2,,,,Y,we,1578420180127,5,,1578420180127001,1,3,S:8AM-8PM,01,0,2,SARASOTA,1121,,,8,1,,8,1,8,15FEB201809:49,8,,,,,,,,,,,,74.665691213,2018011235weS:8AM-8PM,,0,1578420180127001
,,2018011235weS:8AM-8PM,2018112351578420180127,2018,4,9,1,12,115,286,7,5,J,5,2,0.00,0,0,1,4,0,0,1,4,2,1578420180127002,7,1,2,2,,,,O,we,1578420180127,5,,1578420180127001,1,3,S:8AM-8PM,01,0,4,FAIRFIELD,1123,,,8,1,,8,1,8,15FEB201809:49,8,,,,,,,,,,,,74.665691213,2018011235weS:8AM-8PM,,0,1578420180127002
,,2018011235weS:8AM-8PM,2018112351578420180127,2018,4,9,1,12,115,286,7,5,J,5,2,,10,8,1,0,0,0,1,4,2,1578420180127003,7,1,2,2,,,,O,we,1578420180127,5,,1578420180127001,,3,S:8AM-8PM,01,,,FAIRFIELD,1125,,,8,1,,8,2,8,15FEB201809:49,8,,,,,,,,,,,,74.665691213,2018011235weS:8AM-8PM,,0,1578420180127003
,,2018011235weS:8AM-8PM,2018112351578420180127,2018,4,9,1,12,115,286,7,5,J,5,2,0.00,0,0,1,3,0,0,1,4,2,1578420180127004,7,1,2,2,,,,O,we,1578420180127,5,,1578420180127001,1,3,S:8AM-8PM,01,0,1,FAIRFIELD,1127,,,8,1,,8,1,8,15FEB201809:49,8,,,,,,,,,,,,74.665691213,2018011235weS:8AM-8PM,,0,1578420180127004
,,2018021235wdS:8AM-8PM,2018112351578420180201,2018,0,39,151,12,115,947,7,5,J,5,5,,0,0,1,0,0,0,0,2,1,1578420180201001,7,1,2,2,,,,O,wd,1578420180201,3,,1578420180201001,,3,S:8AM-8PM,02,,,,1205,,,8,1,,8,1,8,20MAR201809:39,8,,,,,,,,,,,,851.58563562,2018021235wdS:8AM-8PM,,0,1578420180201001
,,2018021235wdS:8AM-8PM,2018112351578420180201,2018,0,39,151,12,115,947,7,5,J,5,5,0.00,0,0,1,1,0,0,1,2,2,1578420180201002,7,1,2,2,,,,O,wd,1578420180201,3,,1578420180201001,1,3,S:8AM-8PM,02,,,,1207,,,8,1,,8,1,8,20MAR201809:39,8,,,,,,,,,,,,851.58563562,2018021235wdS:8AM-8PM,,0,1578420180201002
,,2018021235weS:8AM-8PM,2018112351578420180203,2018,7,12,115,12,115,286,7,5,J,5,3,0.00,51,5,2,2,5,0,0,2,1,1578420180203004,7,1,1,1,,,,Y,we,1578420180203,5,,1578420180203004,1,3,S:8AM-8PM,02,5,0,SARASOTA,1235,,,8,1,,2,1,2,20MAR201809:39,8,,,,,,,,,,,,116.89644266,2018021235weS:8AM-8PM,,0,1578420180203004
,,2018021235weS:8AM-8PM,2018112351578420180203,2018,0,20,91,12,115,286,7,5,J,5,3,,0,0,0,0,0,1,1,2,2,1578420180203005,7,1,3,1,,,,O,we,1578420180203,5,,1578420180203004,,3,S:8AM-8PM,02,,,,1237,,,8,1,,8,1,8,20MAR201809:39,8,,,,,,,,,,,,116.89644266,2018021235weS:8AM-8PM,,0,1578420180203004
,,2018021235weS:8AM-8PM,2018112351578420180203,2018,0,4,27,12,115,286,7,5,J,5,4,0.00,0,0,3,2,5,0,0,3,1,1578420180203006,7,1,1,1,,,,O,we,1578420180203,5,,1578420180203006,1,3,S:8AM-8PM,02,6,0,,1401,,,8,1,,2,1,2,20MAR201809:39,8,,,,,,,,,,,,280.50541639,2018021235weS:8AM-8PM,,0,1578420180203006
,,2018021235weS:8AM-8PM,2018112351578420180203,2018,5,24,21,12,115,286,7,5,J,5,4,0.00,0,0,0,1,0,1,1,3,2,1578420180203007,7,1,3,1,,,,O,we,1578420180203,5,,1578420180203006,1,3,S:8AM-8PM,02,,,,1403,,,8,1,,8,2,8,20MAR201809:39,8,,,,,,,,,,,,280.50541639,2018021235weS:8AM-8PM,,0,1578420180203006
,,2018021235weS:8AM-8PM,2018112351578420180203,2018,7,12,15,12,115,286,7,5,J,5,4,0.00,14,4,0,1,0,1,1,3,2,1578420180203008,7,1,3,1,,,,Y,we,1578420180203,5,,1578420180203006,1,3,S:8AM-8PM,02,,,CHARLOTTE,1405,,,8,1,,8,1,8,20MAR201809:39,8,,,,,,,,,,,,280.50541639,2018021235weS:8AM-8PM,,0,1578420180203006
,,2018021235wdS:8AM-8PM,2018112351578420180206,2018,0,18,123,12,57,713,7,5,K,5,8,0.00,0,0,1,6,0,0,0,2,1,1578420180206018,7,1,2,1,,,,O,wd,1578420180206,3,,1578420180206018,1,3,S:8AM-8PM,02,0,1,,1717,,,8,1,,8,1,8,20MAR201809:39,8,,,,,,,,,,,,2079.3969273,2018021235wdS:8AM-8PM,,0,1578420180206018
,,2018021235wdS:8AM-8PM,2018112351578420180206,2018,0,18,123,12,57,713,7,5,K,5,8,0.00,0,0,1,1,0,0,1,2,2,1578420180206019,7,1,2,1,,,,O,wd,1578420180206,3,,1578420180206018,1,3,S:8AM-8PM,02,0,2,,1719,,,8,1,,8,1,8,20MAR201809:39,8,,,,,,,,,,,,2079.3969273,2018021235wdS:8AM-8PM,,0,1578420180206019
,,2018021235wdS:8AM-8PM,2018112351578420180222,2018,7,12,57,12,57,713,7,5,K,5,3.5,0.00,4,0,2,2,7,0,0,2,1,1578420180222003,7,1,1,2,,,,Y,wd,1578420180222,3,,1578420180222003,1,3,S:8AM-8PM,02,7,0,HILLSBOROUGH,1341,,,8,1,,2,1,2,20MAR201809:39,8,,,,,,,,,,,,679.21479934,2018021235wdS:8AM-8PM,,0,1578420180222003
,,2018021235wdS:8AM-8PM,2018112351578420180222,2018,7,12,57,12,57,713,7,5,K,5,3.5,0.00,4,0,0,3,0,1,1,2,2,1578420180222004,7,1,3,2,,,,Y,wd,1578420180222,3,,1578420180222003,1,3,S:8AM-8PM,02,,,HILLSBOROUGH,1343,,,8,1,,8,2,8,20MAR201809:39,8,,,,,,,,,,,,679.21479934,2018021235wdS:8AM-8PM,,0,1578420180222003
,RED DRUM,2018021235weS:8AM-8PM,2018112351578420180223,2018,0,39,89,12,57,725,7,5,K,5,6,0.00,1,0,1,1,0,0,0,3,1,1578420180223013,7,1,2,2,,,,O,we,1578420180223,3,,1578420180223013,1,3,S:8AM-8PM,02,,,,1422,169290,,8,1,,8,2,8,20MAR201809:39,8,8835440901,,,,,,,,,,,43.772252408,2018021235weS:8AM-8PM,,0,1578420180223013
,RED DRUM,2018021235weS:8AM-8PM,2018112351578420180223,2018,6,37,77,12,57,725,7,5,K,5,6,0.00,1,0,1,1,0,0,1,3,2,1578420180223014,7,1,2,2,,,,O,we,1578420180223,3,,1578420180223013,1,3,S:8AM-8PM,02,,,,1424,169290,,8,1,,8,1,8,20MAR201809:39,8,8835440901,,,,,,,,,,,43.772252408,2018021235weS:8AM-8PM,,0,1578420180223014
,RED DRUM,2018021235weS:8AM-8PM,2018112351578420180223,2018,7,12,57,12,57,725,7,5,K,5,6,0.00,1,0,1,1,0,0,1,3,2,1578420180223015,7,1,2,2,,,,Y,we,1578420180223,3,,1578420180223013,1,3,S:8AM-8PM,02,,,HILLSBOROUGH,1426,169290,,8,1,,8,1,8,20MAR201809:39,8,8835440901,,,,,,,,,,,43.772252408,2018021235weS:8AM-8PM,,0,1578420180223015
RED DRUM,COMMON SNOOK,2018021235weS:8AM-8PM,2018112351578420180223,2018,0,54,49,12,57,725,7,5,K,5,10,0.00,1,1,1,4,1,0,0,4,1,1578420180223035,7,1,1,1,,,,O,we,1578420180223,3,,1578420180223035,1,3,S:8AM-8PM,02,1,0,,1652,167648,169290,8,1,,1,2,2,20MAR201809:39,8,8835010105,8835440901,,,,,,,,,,43.772252408,2018021235weS:8AM-8PM,,0,1578420180223035
RED DRUM,COMMON SNOOK,2018021235weS:8AM-8PM,2018112351578420180223,2018,0,54,49,12,57,725,7,5,K,5,10,0.00,1,1,1,4,2,0,1,4,2,1578420180223036,7,1,1,1,,,,O,we,1578420180223,3,,1578420180223035,1,3,S:8AM-8PM,02,2,0,,1654,167648,169290,8,1,,1,2,2,20MAR201809:39,8,8835010105,8835440901,,,,,,,,,,43.772252408,2018021235weS:8AM-8PM,,0,1578420180223036
RED DRUM,COMMON SNOOK,2018021235weS:8AM-8PM,2018112351578420180223,2018,0,54,49,12,57,725,7,5,K,5,10,0.00,1,1,1,4,0,0,1,4,2,1578420180223037,7,1,2,1,,,,O,we,1578420180223,3,,1578420180223035,1,3,S:8AM-8PM,02,,,,1656,167648,169290,8,1,,8,2,8,20MAR201809:39,8,8835010105,8835440901,,,,,,,,,,43.772252408,2018021235weS:8AM-8PM,,0,1578420180223037
RED DRUM,COMMON SNOOK,2018021235weS:8AM-8PM,2018112351578420180223,2018,0,54,49,12,57,725,7,5,K,5,10,0.00,1,1,1,3,0,0,1,4,2,1578420180223038,7,1,2,1,,,,O,we,1578420180223,3,,1578420180223035,1,3,S:8AM-8PM,02,,,,1658,167648,169290,8,1,,8,2,8,20MAR201809:39,8,8835010105,8835440901,,,,,,,,,,43.772252408,2018021235weS:8AM-8PM,,0,1578420180223038
,,2018021237weS:8AM-8PM,2018112371000920180216,2018,7,12,103,12,103,613,8,7,1,3,3,0.00,39,0,1,1,0,0,0,2,1,1000920180216008,7,1,2,,,,,Y,we,1000920180216,3,,1000920180216008,1,3,S:8AM-8PM,02,,,PINELLAS,1612,,,3,1,,8,2,8,20MAR201809:39,3,,,,,,,,,,,,680.33484682,2018021237weS:8AM-8PM,,0,1000920180216008
,,2018021237weS:8AM-8PM,2018112371000920180216,2018,7,12,103,12,103,613,8,7,1,3,3,0.00,39,0,1,1,0,0,1,2,2,1000920180216009,7,1,2,,,,,Y,we,1000920180216,3,,1000920180216008,1,3,S:8AM-8PM,02,,,PINELLAS,1614,,,3,1,,8,2,8,20MAR201809:39,3,,,,,,,,,,,,680.33484682,2018021237weS:8AM-8PM,,0,1000920180216009
SPOTTED SEATROUT,RED DRUM,2018011227weS:8AM-8PM,2018112271297920180120,2018,7,12,119,12,17,3066,8,7,1,3,5.5,,24,4,1,0,0,0,0,3,1,1297920180120001,7,1,2,,,,,Y,we,1297920180120,5,,1297920180120001,,2,S:8AM-8PM,01,,,SUMTER,1401,169290,169239,3,1,,8,2,8,15FEB201809:49,3,8835440901,8835440102,,,,,,,,,,5307.513532,2018011227weS:8AM-8PM,,0,1297920180120001
SPOTTED SEATROUT,RED DRUM,2018011227weS:8AM-8PM,2018112271297920180120,2018,7,12,119,12,17,3066,8,7,1,3,5.5,,24,4,1,0,0,0,1,3,2,1297920180120002,7,1,2,,,,,Y,we,1297920180120,5,,1297920180120001,,2,S:8AM-8PM,01,,,SUMTER,1402,169290,169239,3,1,,8,2,8,15FEB201809:49,3,8835440901,8835440102,,,,,,,,,,5307.513532,2018011227weS:8AM-8PM,,0,1297920180120002
SPOTTED SEATROUT,RED DRUM,2018011227weS:8AM-8PM,2018112271297920180120,2018,7,12,119,12,17,3066,8,7,1,3,5.5,,24,4,1,0,0,0,1,3,2,1297920180120003,7,1,2,,,,,Y,we,1297920180120,5,,1297920180120001,,2,S:8AM-8PM,01,,,SUMTER,1404,169290,169239,3,1,,8,1,8,15FEB201809:49,3,8835440901,8835440102,,,,,,,,,,5307.513532,2018011227weS:8AM-8PM,,0,1297920180120003
SHEEPSHEAD,SPOTTED SEATROUT,2018011227weS:8AM-8PM,2018112271297920180120,2018,7,12,17,12,17,3066,8,7,1,3,2.5,,30,2,1,0,0,0,0,2,1,1297920180120004,7,1,2,,,,,Y,we,1297920180120,5,,1297920180120004,,2,S:8AM-8PM,01,,,CITRUS,1430,169239,169189,3,1,,8,2,8,15FEB201809:49,3,8835440102,8835430301,,,,,,,,,,5307.513532,2018011227weS:8AM-8PM,,0,1297920180120004
SHEEPSHEAD,SPOTTED SEATROUT,2018011227weS:8AM-8PM,2018112271297920180120,2018,7,12,17,12,17,3066,8,7,1,3,2.5,,30,2,1,0,0,0,1,2,2,1297920180120005,7,1,2,,,,,Y,we,1297920180120,5,,1297920180120004,,2,S:8AM-8PM,01,,,CITRUS,1432,169239,169189,3,1,,8,2,8,15FEB201809:49,3,8835440102,8835430301,,,,,,,,,,5307.513532,2018011227weS:8AM-8PM,,0,1297920180120005
,,2018011227weS:8AM-8PM,2018112271297920180121,2018,5,34,25,12,53,4338,8,7,1,3,2.5,,0,0,1,0,0,0,0,1,8,1297920180121001,7,1,2,,,,,O,we,1297920180121,3,,1297920180121001,,2,S:8AM-8PM,01,,,MONMOUTH,1445,,,3,1,,8,2,8,15FEB201809:49,3,,,,,,,,,,,,5432.1829965,2018011227weS:8AM-8PM,,0,1297920180121001
,RED DRUM,2018011227weS:8AM-8PM,2018112271297920180121,2018,6,12,95,12,53,4338,8,7,1,3,3,,100,20,1,0,0,0,0,1,8,1297920180121002,7,1,2,,,,,O,we,1297920180121,3,,1297920180121002,,2,S:8AM-8PM,01,,,ORANGE,1515,169290,,3,1,,8,2,8,15FEB201809:49,3,8835440901,,,,,,,,,,,5432.1829965,2018011227weS:8AM-8PM,,0,1297920180121002
,,2018011227weS:8AM-8PM,2018112271297920180121,2018,0,18,47,12,53,4338,8,7,1,3,2.5,,2,0,1,0,0,0,0,1,8,1297920180121003,7,1,2,,,,,O,we,1297920180121,3,,1297920180121003,,2,S:8AM-8PM,01,,,,1600,,,3,1,,8,2,8,15FEB201809:49,3,,,,,,,,,,,,5432.1829965,2018011227weS:8AM-8PM,,0,1297920180121003
,,2018011227weS:8AM-8PM,2018112271297920180121,2018,7,12,53,12,53,4338,8,7,1,3,2,,12,0,1,0,0,0,0,1,8,1297920180121004,7,1,2,,,,,Y,we,1297920180121,3,,1297920180121004,,2,S:8AM-8PM,01,,,HERNANDO,1635,,,3,1,,8,1,8,15FEB201809:49,3,,,,,,,,,,,,5432.1829965,2018011227weS:8AM-8PM,,0,1297920180121004
,,2018011227weS:8AM-8PM,2018112271297920180121,2018,7,12,57,12,53,4338,8,7,1,3,2,,12,0,1,0,0,0,0,1,8,1297920180121005,7,1,2,,,,,Y,we,1297920180121,3,,1297920180121005,,2,S:8AM-8PM,01,,,HILLSBOROUGH,1637,,,3,1,,8,2,8,15FEB201809:49,3,,,,,,,,,,,,5432.1829965,2018011227weS:8AM-8PM,,0,1297920180121005
,,2018011227wdS:8AM-8PM,2018112271297920180123,2018,7,12,83,12,75,840,8,7,1,3,3,,20,0,1,0,0,0,0,2,1,1297920180123001,7,1,2,,,,,Y,wd,1297920180123,7,,1297920180123001,,2,S:8AM-8PM,01,,,MARION,1300,,,3,1,,8,1,8,15FEB201809:49,3,,,,,,,,,,,,6737.4070955,2018011227wdS:8AM-8PM,,0,1297920180123001
,,2018011227wdS:8AM-8PM,2018112271297920180123,2018,7,12,83,12,75,840,8,7,1,3,3,,0,0,1,0,0,0,1,2,2,1297920180123002,7,1,2,,,,,Y,wd,1297920180123,7,,1297920180123001,,2,S:8AM-8PM,01,,,MARION,1302,,,3,1,,8,2,8,15FEB201809:49,3,,,,,,,,,,,,6737.4070955,2018011227wdS:8AM-8PM,,0,1297920180123002
,RED DRUM,2018011227weS:8AM-8PM,2018112271297920180127,2018,7,12,83,12,75,870,8,7,1,3,5,,100,3,1,0,0,0,0,3,1,1297920180127001,7,1,2,,,,,Y,we,1297920180127,3,,1297920180127001,,2,S:8AM-8PM,01,,,MARION,1400,169290,,3,1,,8,2,8,15FEB201809:49,3,8835440901,,,,,,,,,,,843.3543218,2018011227weS:8AM-8PM,,0,1297920180127001
,RED DRUM,2018011227weS:8AM-8PM,2018112271297920180127,2018,7,12,83,12,75,870,8,7,1,3,5,,100,3,1,0,0,0,1,3,2,1297920180127002,7,1,2,,,,,Y,we,1297920180127,3,,1297920180127001,,2,S:8AM-8PM,01,,,MARION,1402,169290,,3,1,,8,2,8,15FEB201809:49,3,8835440901,,,,,,,,,,,843.3543218,2018011227weS:8AM-8PM,,0,1297920180127002
,RED DRUM,2018011227weS:8AM-8PM,2018112271297920180127,2018,6,37,193,12,75,870,8,7,1,3,5,,10,0,1,0,0,0,1,3,2,1297920180127003,7,1,2,,,,,O,we,1297920180127,3,,1297920180127001,,2,S:8AM-8PM,01,,,,1404,169290,,3,1,,8,2,8,15FEB201809:49,3,8835440901,,,,,,,,,,,843.3543218,2018011227weS:8AM-8PM,,0,1297920180127003
,,2018011227weS:8AM-8PM,2018112271297920180127,2018,7,12,83,12,75,870,8,7,1,3,4.5,,30,4,1,0,0,0,0,4,1,1297920180127004,7,1,2,,,,,Y,we,1297920180127,3,,1297920180127004,,2,S:8AM-8PM,01,,,MARION,1410,,,3,1,,8,1,8,15FEB201809:49,3,,,,,,,,,,,,843.3543218,2018011227weS:8AM-8PM,,0,1297920180127004
,,2018011227weS:8AM-8PM,2018112271297920180127,2018,7,12,81,12,75,870,8,7,1,3,4.5,0.00,20,4,1,2,0,0,1,4,2,1297920180127005,7,1,2,,,,,Y,we,1297920180127,3,,1297920180127004,1,2,S:8AM-8PM,01,,,MANATEE,1412,,,3,1,,8,2,8,15FEB201809:49,3,,,,,,,,,,,,843.3543218,2018011227weS:8AM-8PM,,0,1297920180127005
,,2018011227weS:8AM-8PM,2018112271297920180127,2018,7,12,81,12,75,870,8,7,1,3,4.5,,30,4,1,0,0,0,1,4,2,1297920180127006,7,1,2,,,,,Y,we,1297920180127,3,,1297920180127004,,2,S:8AM-8PM,01,,,MANATEE,1414,,,3,1,,8,2,8,15FEB201809:49,3,,,,,,,,,,,,843.3543218,2018011227weS:8AM-8PM,,0,1297920180127006
,,2018011227weS:8AM-8PM,2018112271297920180127,2018,7,12,83,12,75,870,8,7,1,3,4.5,0.00,20,4,1,1,0,0,1,4,2,1297920180127007,7,1,2,,,,,Y,we,1297920180127,3,,1297920180127004,1,2,S:8AM-8PM,01,,,MARION,1416,,,3,1,,8,2,8,15FEB201809:49,3,,,,,,,,,,,,843.3543218,2018011227weS:8AM-8PM,,0,1297920180127007
RED DRUM,SPOTTED SEATROUT,2018011227weS:8AM-8PM,2018112271297920180127,2018,6,12,95,12,75,870,8,7,1,3,3,0.00,24,6,1,2,0,0,0,1,8,1297920180127008,7,1,2,,,,,O,we,1297920180127,3,,1297920180127008,1,2,S:8AM-8PM,01,,,ORANGE,1420,169239,169290,3,1,,8,1,8,15FEB201809:49,3,8835440102,8835440901,,,,,,,,,,843.3543218,2018011227weS:8AM-8PM,,0,1297920180127008
,,2018011227weS:8AM-8PM,2018112271297920180127,2018,7,12,83,12,75,870,8,7,1,3,1.5,,6,2,1,0,0,0,0,4,1,1297920180127009,7,1,2,,,,,Y,we,1297920180127,3,,1297920180127009,,2,S:8AM-8PM,01,,,MARION,1440,,,3,1,,8,2,8,15FEB201809:49,3,,,,,,,,,,,,843.3543218,2018011227weS:8AM-8PM,,0,1297920180127009
,,2018011227weS:8AM-8PM,2018112271297920180127,2018,7,12,83,12,75,870,8,7,1,3,1.5,,0,0,1,0,0,0,1,4,2,1297920180127010,7,1,2,,,,,Y,we,1297920180127,3,,1297920180127009,,2,S:8AM-8PM,01,,,MARION,1442,,,3,1,,8,2,8,15FEB201809:49,3,,,,,,,,,,,,843.3543218,2018011227weS:8AM-8PM,,0,1297920180127010
,,2018011227weS:8AM-8PM,2018112271297920180127,2018,7,12,83,12,75,870,8,7,1,3,1.5,,0,0,1,0,0,0,1,4,2,1297920180127011,7,1,2,,,,,Y,we,1297920180127,3,,1297920180127009,,2,S:8AM-8PM,01,,,MARION,1444,,,3,1,,8,2,8,15FEB201809:49,3,,,,,,,,,,,,843.3543218,2018011227weS:8AM-8PM,,0,1297920180127011
,,2018011227weS:8AM-8PM,2018112271297920180127,2018,7,12,83,12,75,870,8,7,1,3,1.5,,0,0,1,0,0,0,1,4,2,1297920180127012,7,1,2,,,,,Y,we,1297920180127,3,,1297920180127009,,2,S:8AM-8PM,01,,,MARION,1446,,,3,1,,8,2,8,15FEB201809:49,3,,,,,,,,,,,,843.3543218,2018011227weS:8AM-8PM,,0,1297920180127012
RED DRUM,SPOTTED SEATROUT,2018011227weS:8AM-8PM,2018112271297920180127,2018,6,12,69,12,75,870,8,7,1,3,8,,40,6,1,0,0,0,0,2,1,1297920180127013,7,1,2,,,,,O,we,1297920180127,3,,1297920180127013,,2,S:8AM-8PM,01,,,LAKE,1500,169239,169290,3,1,,8,1,8,15FEB201809:49,3,8835440102,8835440901,,,,,,,,,,843.3543218,2018011227weS:8AM-8PM,,0,1297920180127013
RED DRUM,SPOTTED SEATROUT,2018011227weS:8AM-8PM,2018112271297920180127,2018,6,12,69,12,75,870,8,7,1,3,8,,40,6,1,0,0,0,1,2,2,1297920180127014,7,1,2,,,,,O,we,1297920180127,3,,1297920180127013,,2,S:8AM-8PM,01,,,LAKE,1502,169239,169290,3,1,,8,2,8,15FEB201809:49,3,8835440102,8835440901,,,,,,,,,,843.3543218,2018011227weS:8AM-8PM,,0,1297920180127014
RED DRUM,SPOTTED SEATROUT,2018011227weS:8AM-8PM,2018112271297920180127,2018,7,12,53,12,75,870,8,7,1,3,8,,100,10,1,0,0,0,0,2,1,1297920180127015,7,1,2,,,,,Y,we,1297920180127,3,,1297920180127015,,2,S:8AM-8PM,01,,,HERNANDO,1700,169239,169290,3,1,,8,1,8,15FEB201809:49,3,8835440102,8835440901,,,,,,,,,,1783.1685011,2018011227weS:8AM-8PM,,0,1297920180127015
