prim2_common,prim1_common,strat_id,psu_id,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,BOAT_HRS,NUM_TYP9,telefon,COASTAL,kod,new_list,ASG_CODE,MODE_ASG,PRT_CODE,CELLTYPE,region,strat_interval,month,fshinsp_a,num_fish_a,COUNTY,TIME,tsn1,tsn2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,date1,DIST,prim1,prim2,MODE2001,TURTLE,GENDER,REEFCODE,AGE,AREA_NC,ART_REEF,muni_res,muni_trp,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER
,,2018111313weS:8AM-8PM,2018613131778020181102,2018,6,13,51,13,51,1585,5,3,3,5,0.5,0.00,52,8,1,0,0,0,0,,,1778020181102007,6,6,2,,,,,Y,we,,1778020181102,3,1778020181102007,,1,S:8AM-8PM,11,,,CHATHAM,1430,,,,1,,8,2,8,17JAN19:08:35,8,,,5,,1,,53,,2,,,1680.8245746,2018111313weS:8AM-8PM,,0,1778020181102007
,,2018111313weS:8AM-8PM,2018613131778020181104,2018,6,13,51,13,51,114,1,3,3,5,1.5,0.00,40,6,1,2,0,0,0,,,1778020181104013,6,6,2,,,,,Y,we,,1778020181104,1,1778020181104013,2,1,S:8AM-8PM,11,,,CHATHAM,1500,,,,1,,8,1,8,17JAN19:08:35,8,,,0,,1,,45,,2,,,5814.6890269,2018111313weS:8AM-8PM,,0,1778020181104013
,,2018111313weS:8AM-8PM,2018613131778020181104,2018,0,99,997,13,51,114,1,3,3,5,2,,0,0,1,0,0,0,0,,,1778020181104014,6,6,2,,,,,O,we,,1778020181104,1,1778020181104014,,1,S:8AM-8PM,11,,,,1652,,,,1,,8,2,8,17JAN19:08:35,8,,,0,,1,,48,,2,,,5814.6890269,2018111313weS:8AM-8PM,,0,1778020181104014
,,2018111313weS:8AM-8PM,2018613131778020181104,2018,0,99,997,13,51,114,1,3,3,5,2,0.00,0,0,1,1,0,0,0,,,1778020181104015,6,6,2,,,,,O,we,,1778020181104,1,1778020181104015,2,1,S:8AM-8PM,11,,,,1653,,,,1,,8,2,8,17JAN19:08:35,8,,,0,,2,,36,,2,,,5814.6890269,2018111313weS:8AM-8PM,,0,1778020181104015
,,2018111313weS:8AM-8PM,2018613131778020181110,2018,6,13,51,13,51,1585,5,3,3,5,0.5,0.00,3,0,1,0,0,0,0,,,1778020181110004,6,6,2,,,,,Y,we,,1778020181110,3,1778020181110004,,1,S:8AM-8PM,11,,,CHATHAM,1443,,,,1,,8,1,8,17JAN19:08:35,8,,,5,,1,,65,,2,,,2035.7236801,2018111313weS:8AM-8PM,,0,1778020181110004
,,2018111313weS:8AM-8PM,2018613131778020181110,2018,6,13,51,13,51,1585,5,3,3,5,0.5,0.00,10,0,1,0,0,0,0,,,1778020181110005,6,6,2,,,,,Y,we,,1778020181110,3,1778020181110005,,1,S:8AM-8PM,11,,,CHATHAM,1444,,,,1,,8,2,8,17JAN19:08:35,8,,,5,,1,,5,,2,,,2035.7236801,2018111313weS:8AM-8PM,,0,1778020181110005
,SPOTTED SEATROUT,2018111313wdS:8AM-8PM,2018613131778020181120,2018,6,13,51,13,51,44,5,3,3,5,0.5,0.00,60,10,1,1,0,0,0,,,1778020181120004,6,6,2,,,,,Y,wd,,1778020181120,3,1778020181120004,2,1,S:8AM-8PM,11,,,CHATHAM,1320,169239,,,1,,8,2,8,17JAN19:08:35,8,8835440102,,5,,1,,55,,2,,,29191.50476,2018111313wdS:8AM-8PM,,0,1778020181120004
,,2018121313weS:8AM-8PM,2018613131778020181207,2018,0,18,113,13,51,114,1,3,3,5,2,0.00,24,10,1,1,0,0,0,,,1778020181207003,6,6,2,,,,,O,we,,1778020181207,1,1778020181207003,2,1,S:8AM-8PM,12,0,2,,1424,,,,1,,8,1,8,17JAN19:08:35,8,,,0,,1,,,,2,,,2038.9951954,2018121313weS:8AM-8PM,,0,1778020181207003
,RED DRUM,2018121313weS:8AM-8PM,2018613131778020181207,2018,6,13,51,13,51,114,1,3,3,5,7,,1,1,1,0,0,0,0,,,1778020181207004,6,6,2,,,,,Y,we,,1778020181207,1,1778020181207004,,1,S:8AM-8PM,12,,,CHATHAM,1428,169290,,,1,,8,2,8,17JAN19:08:35,8,8835440901,,0,,1,,30,,2,,,2038.9951954,2018121313weS:8AM-8PM,,0,1778020181207004
,RED DRUM,2018121313weS:8AM-8PM,2018613131778020181207,2018,6,13,51,13,51,114,1,3,3,5,7,,1,1,1,0,0,0,0,,,1778020181207005,6,6,2,,,,,Y,we,,1778020181207,1,1778020181207005,,1,S:8AM-8PM,12,,,CHATHAM,1429,169290,,,1,,8,2,8,17JAN19:08:35,8,8835440901,,0,,1,,35,,2,,,2038.9951954,2018121313weS:8AM-8PM,,0,1778020181207005
,,2018111313weS:8AM-8PM,2018613131778520181130,2018,6,13,39,13,127,158,1,3,3,5,3,,108,0,1,0,0,0,0,,,1778520181130018,6,6,2,,,,,Y,we,,1778520181130,3,1778520181130018,,1,S:8AM-8PM,11,,,CAMDEN,1610,,,,1,,8,1,8,17JAN19:08:35,8,,,0,,1,,79,,2,,,2176.9003493,2018111313weS:8AM-8PM,,0,1778520181130018
,,2018121313weS:8AM-8PM,2018613131778520181216,2018,6,13,25,13,127,109,1,3,2,5,0.5,,100,5,1,0,0,0,0,,,1778520181216001,6,6,2,,,,,Y,we,,1778520181216,1,1778520181216001,,1,S:8AM-8PM,12,,,BRANTLEY,1510,,,,1,,8,1,8,17JAN19:08:35,8,,,0,,1,,37,,2,,,2636.3754526,2018121313weS:8AM-8PM,,0,1778520181216001
,,2018121313weS:8AM-8PM,2018613131778520181216,2018,7,12,87,13,127,109,1,3,2,5,0.5,,0,0,1,0,0,0,0,,,1778520181216002,6,6,2,,,,,O,we,,1778520181216,1,1778520181216002,,1,S:8AM-8PM,12,,,MONROE,1512,,,,1,,8,1,8,17JAN19:08:35,8,,,0,,1,,29,,2,,,2636.3754526,2018121313weS:8AM-8PM,,0,1778520181216002
,,2018991305xx,201861305,2018,,,,13,,,,5,,1,,,,,,,,,,,,201866138599xx01,6,6,,,,,,,xx,,,,201866138599xx01,,0,,99,,,,,,,,,,,,,,,,,,,,,,,,,,240.83222095,,,0,201866138599xx01
,,2018991305xx,201861305,2018,,,,13,,,,5,,2,,,,,,,,,,,,201866138599xx02,6,6,,,,,,,xx,,,,201866138599xx02,,0,,99,,,,,,,,,,,,,,,,,,,,,,,,,,177.31409481,,,0,201866138599xx02
,SPOTTED SEATROUT,2018111315weS:8AM-8PM,2018613151605020181116,2018,6,13,127,13,127,24,7,5,3,5,3,0.00,10,2,2,3,8,0,0,2,1,1605020181116001,6,6,1,1,4.00,,,Y,we,1,1605020181116,5,1605020181116001,1,1,S:8AM-8PM,11,8,2,GLYNN,1105,169239,,,1,,2,1,2,17JAN19:08:35,8,8835440102,,7,,1,,69,,2,,,95.917159287,2018111315weS:8AM-8PM,,0,1605020181116001
,SPOTTED SEATROUT,2018111315weS:8AM-8PM,2018613151605020181116,2018,6,13,127,13,127,24,7,5,3,5,3,0.00,20,3,0,3,0,1,1,2,2,1605020181116002,6,6,3,1,4.00,,,Y,we,1,1605020181116,5,1605020181116001,1,1,S:8AM-8PM,11,0,2,GLYNN,1106,169239,,,1,,8,1,8,17JAN19:08:35,8,8835440102,,7,,1,,68,,2,,,95.917159287,2018111315weS:8AM-8PM,,0,1605020181116001
RED DRUM,SPOTTED SEATROUT,2018111315weS:8AM-8PM,2018613151605020181116,2018,6,13,89,13,127,24,7,5,3,5,3,0.00,30,1,1,1,11,0,0,1,8,1605020181116003,6,6,1,1,4.00,,,N,we,1,1605020181116,5,1605020181116003,1,1,S:8AM-8PM,11,11,0,,1111,169239,169290,,1,,8,1,1,17JAN19:08:35,8,8835440102,8835440901,7,,1,,73,,2,,,95.917159287,2018111315weS:8AM-8PM,,0,1605020181116003
,,2018121315weS:8AM-8PM,2018613151723420181228,2018,0,47,149,13,51,182,7,5,3,5,3,0.00,0,0,1,3,0,0,0,2,1,1723420181228001,6,6,2,1,4.00,,,O,we,1,1723420181228,5,1723420181228001,1,1,S:8AM-8PM,12,,,,1421,,,,1,,8,1,8,17JAN19:08:35,8,,,7,,1,,56,,2,,,189.09615296,2018121315weS:8AM-8PM,,0,1723420181228001
,,2018121315weS:8AM-8PM,2018613151723420181228,2018,0,47,149,13,51,182,7,5,3,5,3,0.00,0,0,1,3,0,0,1,2,2,1723420181228002,6,6,2,1,4.00,,,O,we,1,1723420181228,5,1723420181228001,1,1,S:8AM-8PM,12,,,,1422,,,,1,,8,2,8,17JAN19:08:35,8,,,7,,1,,20,,2,,,189.09615296,2018121315weS:8AM-8PM,,0,1723420181228002
SPOTTED SEATROUT,RED DRUM,2018111315weS:8AM-8PM,2018613151776820181130,2018,0,47,37,13,127,125,7,5,3,5,3.5,0.00,0,0,4,2,11,0,0,4,1,1776820181130001,6,6,1,1,4.00,,,O,we,1,1776820181130,5,1776820181130001,1,1,S:8AM-8PM,11,11,0,,1230,169290,169239,,1,,2,2,2,17JAN19:08:35,8,8835440901,8835440102,7,,1,,55,,2,,,27.150077906,2018111315weS:8AM-8PM,,0,1776820181130001
,,2018111315weS:8AM-8PM,2018613151776820181130,2018,0,47,37,13,127,125,7,5,3,5,3.5,0.00,0,0,0,1,0,1,1,4,2,1776820181130002,6,6,3,1,4.00,,,O,we,1,1776820181130,5,1776820181130001,1,1,S:8AM-8PM,11,,,,1232,,,,1,,8,2,8,17JAN19:08:35,8,,,7,,1,,55,,2,,,27.150077906,2018111315weS:8AM-8PM,,0,1776820181130001
SPOTTED SEATROUT,RED DRUM,2018111315weS:8AM-8PM,2018613151776820181130,2018,6,13,121,13,127,125,7,5,3,5,3.5,0.00,0,0,0,4,0,1,1,4,2,1776820181130003,6,6,3,1,4.00,,,N,we,1,1776820181130,5,1776820181130001,1,1,S:8AM-8PM,11,,,,1234,169290,169239,,1,,8,1,8,17JAN19:08:35,8,8835440901,8835440102,7,,1,,54,,2,,,27.150077906,2018111315weS:8AM-8PM,,0,1776820181130001
,,2018111315weS:8AM-8PM,2018613151776820181130,2018,7,1,49,13,127,125,7,5,3,5,3.5,0.00,0,0,0,2,0,1,1,4,2,1776820181130004,6,6,3,1,4.00,,,O,we,1,1776820181130,5,1776820181130001,1,1,S:8AM-8PM,11,,,,1236,,,,1,,8,2,8,17JAN19:08:35,8,,,7,,1,,55,,2,,,27.150077906,2018111315weS:8AM-8PM,,0,1776820181130001
,RED DRUM,2018111315weS:8AM-8PM,2018613151778020181110,2018,0,55,87,13,51,1585,7,5,3,5,5.5,0.00,0,0,1,3,0,0,0,2,1,1778020181110009,6,6,2,1,7.00,,,O,we,1,1778020181110,3,1778020181110009,1,1,S:8AM-8PM,11,,,,1518,169290,,,1,,8,1,8,17JAN19:08:35,8,8835440901,,7,,1,,57,,2,,,77.956619589,2018111315weS:8AM-8PM,,0,1778020181110009
,RED DRUM,2018111315weS:8AM-8PM,2018613151778020181110,2018,5,51,177,13,51,1585,7,5,3,5,5.5,0.00,1,0,1,3,0,0,1,2,2,1778020181110010,6,6,2,1,7.00,,,O,we,1,1778020181110,3,1778020181110009,1,1,S:8AM-8PM,11,,,SPOTSYLVANIA,1519,169290,,,1,,8,1,8,17JAN19:08:35,8,8835440901,,7,,1,,56,,2,,,77.956619589,2018111315weS:8AM-8PM,,0,1778020181110010
,,2018111315weS:8AM-8PM,2018613151778520181103,2018,6,13,127,13,127,817,7,5,3,5,1,0.00,998,98,1,1,0,0,0,11,1,1778520181103001,6,6,2,1,2.00,,,Y,we,1,1778520181103,5,1778520181103001,1,1,S:8AM-8PM,11,,,GLYNN,1230,,,,1,,8,2,8,17JAN19:08:35,8,,,7,,1,,6,,2,,,35.591660573,2018111315weS:8AM-8PM,,0,1778520181103001
,,2018111315weS:8AM-8PM,2018613151778520181103,2018,6,13,127,13,127,817,7,5,3,5,1,0.00,998,98,1,1,0,0,1,11,2,1778520181103002,6,6,2,1,2.00,,,Y,we,1,1778520181103,5,1778520181103001,1,1,S:8AM-8PM,11,,,GLYNN,1232,,,,1,,8,2,8,17JAN19:08:35,8,,,7,,1,,7,,2,,,35.591660573,2018111315weS:8AM-8PM,,0,1778520181103002
,,2018111315weS:8AM-8PM,2018613151778520181103,2018,6,13,127,13,127,817,7,5,3,5,1,0.00,998,98,1,1,0,0,1,11,2,1778520181103003,6,6,2,1,2.00,,,Y,we,1,1778520181103,5,1778520181103001,1,1,S:8AM-8PM,11,,,GLYNN,1234,,,,1,,8,2,8,17JAN19:08:35,8,,,7,,1,,7,,2,,,35.591660573,2018111315weS:8AM-8PM,,0,1778520181103003
,,2018111315weS:8AM-8PM,2018613151778520181103,2018,6,13,127,13,127,817,7,5,3,5,1,0.00,998,98,1,1,0,0,1,11,2,1778520181103004,6,6,2,1,2.00,,,Y,we,1,1778520181103,5,1778520181103001,1,1,S:8AM-8PM,11,,,GLYNN,1236,,,,1,,8,2,8,17JAN19:08:35,8,,,7,,1,,6,,2,,,35.591660573,2018111315weS:8AM-8PM,,0,1778520181103004
,,2018111315weS:8AM-8PM,2018613151778520181103,2018,6,13,127,13,127,817,7,5,3,5,1,0.00,998,98,1,1,0,0,1,11,2,1778520181103005,6,6,2,1,2.00,,,Y,we,1,1778520181103,5,1778520181103001,1,1,S:8AM-8PM,11,,,GLYNN,1238,,,,1,,8,2,8,17JAN19:08:35,8,,,7,,1,,6,,2,,,35.591660573,2018111315weS:8AM-8PM,,0,1778520181103005
,,2018111315weS:8AM-8PM,2018613151778520181103,2018,6,13,127,13,127,817,7,5,3,5,1,0.00,998,98,1,1,0,0,1,11,2,1778520181103006,6,6,2,1,2.00,,,Y,we,1,1778520181103,5,1778520181103001,1,1,S:8AM-8PM,11,,,GLYNN,1240,,,,1,,8,2,8,17JAN19:08:35,8,,,7,,1,,7,,2,,,35.591660573,2018111315weS:8AM-8PM,,0,1778520181103006
,,2018111315weS:8AM-8PM,2018613151778520181103,2018,6,13,127,13,127,817,7,5,3,5,1,0.00,998,98,1,1,0,0,1,11,2,1778520181103007,6,6,2,1,2.00,,,Y,we,1,1778520181103,5,1778520181103001,1,1,S:8AM-8PM,11,,,GLYNN,1242,,,,1,,8,2,8,17JAN19:08:35,8,,,7,,1,,6,,2,,,35.591660573,2018111315weS:8AM-8PM,,0,1778520181103007
,,2018111315weS:8AM-8PM,2018613151778520181103,2018,6,13,127,13,127,817,7,5,3,5,1,0.00,998,98,1,3,0,0,1,11,2,1778520181103008,6,6,2,1,2.00,,,Y,we,1,1778520181103,5,1778520181103001,1,1,S:8AM-8PM,11,,,GLYNN,1244,,,,1,,8,2,8,17JAN19:08:35,8,,,7,,1,,7,,2,,,35.591660573,2018111315weS:8AM-8PM,,0,1778520181103008
,,2018111315weS:8AM-8PM,2018613151778520181103,2018,6,13,127,13,127,817,7,5,3,5,1,0.00,998,98,1,1,0,0,1,11,2,1778520181103009,6,6,2,1,2.00,,,Y,we,1,1778520181103,5,1778520181103001,1,1,S:8AM-8PM,11,,,GLYNN,1246,,,,1,,8,2,8,17JAN19:08:35,8,,,7,,1,,7,,2,,,35.591660573,2018111315weS:8AM-8PM,,0,1778520181103009
,,2018111315weS:8AM-8PM,2018613151778520181103,2018,6,13,127,13,127,817,7,5,3,5,1,0.00,998,98,1,2,0,0,1,11,2,1778520181103010,6,6,2,1,2.00,,,Y,we,1,1778520181103,5,1778520181103001,1,1,S:8AM-8PM,11,,,GLYNN,1248,,,,1,,8,2,8,17JAN19:08:35,8,,,7,,1,,7,,2,,,35.591660573,2018111315weS:8AM-8PM,,0,1778520181103010
,RED DRUM,2018111315weS:8AM-8PM,2018613151778520181103,2018,6,12,19,13,127,817,7,5,3,5,7,0.00,0,0,1,5,6,0,0,2,1,1778520181103015,6,6,1,1,7.00,,,O,we,1,1778520181103,5,1778520181103015,1,1,S:8AM-8PM,11,6,0,CLAY,1544,169290,,,1,,8,1,1,17JAN19:08:35,8,8835440901,,7,,2,,46,,2,,,34.081691707,2018111315weS:8AM-8PM,,0,1778520181103015
,RED DRUM,2018111315weS:8AM-8PM,2018613151778520181103,2018,6,12,19,13,127,817,7,5,3,5,7,0.00,3,0,1,5,10,0,1,2,2,1778520181103016,6,6,1,1,7.00,,,O,we,1,1778520181103,5,1778520181103015,1,1,S:8AM-8PM,11,10,0,CLAY,1546,169290,,,1,,8,2,1,17JAN19:08:35,8,8835440901,,7,,1,,41,,2,,,34.081691707,2018111315weS:8AM-8PM,,0,1778520181103016
,,2018111315weS:8AM-8PM,2018613151778520181103,2018,6,13,229,13,127,817,7,5,3,5,2.5,0.00,0,0,1,3,0,0,0,10,1,1778520181103018,6,6,2,1,3.00,,,N,we,1,1778520181103,5,1778520181103018,1,1,S:8AM-8PM,11,,,,1608,,,,1,,8,2,8,17JAN19:08:35,8,,,7,,1,,15,,2,,,85.204229269,2018111315weS:8AM-8PM,,0,1778520181103018
,,2018111315weS:8AM-8PM,2018613151778520181103,2018,6,13,185,13,127,817,7,5,3,5,2.5,0.00,0,0,1,3,0,0,1,10,2,1778520181103019,6,6,2,1,3.00,,,N,we,1,1778520181103,5,1778520181103018,1,1,S:8AM-8PM,11,,,,1610,,,,1,,8,2,8,17JAN19:08:35,8,,,7,,1,,11,,2,,,85.204229269,2018111315weS:8AM-8PM,,0,1778520181103019
,,2018111315weS:8AM-8PM,2018613151778520181103,2018,6,13,185,13,127,817,7,5,3,5,2.5,0.00,0,0,1,1,0,0,1,10,2,1778520181103020,6,6,2,1,3.00,,,N,we,1,1778520181103,5,1778520181103018,1,1,S:8AM-8PM,11,,,,1612,,,,1,,8,2,8,17JAN19:08:35,8,,,7,,1,,15,,2,,,85.204229269,2018111315weS:8AM-8PM,,0,1778520181103020
,,2018111315weS:8AM-8PM,2018613151778520181103,2018,6,13,299,13,127,817,7,5,3,5,2.5,0.00,0,0,1,3,0,0,1,10,2,1778520181103021,6,6,2,1,3.00,,,N,we,1,1778520181103,5,1778520181103018,1,1,S:8AM-8PM,11,,,,1614,,,,1,,8,2,8,17JAN19:08:35,8,,,7,,1,,13,,2,,,85.204229269,2018111315weS:8AM-8PM,,0,1778520181103021
SPOTTED SEATROUT,RED DRUM,2018121315weS:8AM-8PM,2018613151778520181201,2018,6,37,119,13,127,125,7,5,3,5,3,0.00,0,0,1,2,2,0,0,2,1,1778520181201001,6,6,1,1,4.00,,,O,we,1,1778520181201,5,1778520181201001,1,1,S:8AM-8PM,12,2,0,,1220,169290,169239,,1,,1,1,2,17JAN19:08:35,8,8835440901,8835440102,7,,1,,44,,2,,,272.76422599,2018121315weS:8AM-8PM,,0,1778520181201001
SPOTTED SEATROUT,RED DRUM,2018121315weS:8AM-8PM,2018613151778520181201,2018,6,37,119,13,127,125,7,5,3,5,3,0.00,0,0,1,1,3,0,1,2,2,1778520181201002,6,6,1,1,4.00,,,O,we,1,1778520181201,5,1778520181201001,1,1,S:8AM-8PM,12,3,0,,1222,169290,169239,,1,,1,2,2,17JAN19:08:35,8,8835440901,8835440102,7,,1,,,,2,,,272.76422599,2018121315weS:8AM-8PM,,0,1778520181201002
,,2018121315weS:8AM-8PM,2018613151778520181228,2018,5,24,31,13,127,125,7,5,2,5,0.5,0.00,0,0,1,1,0,0,0,1,8,1778520181228001,6,6,2,1,2.00,,,O,we,1,1778520181228,5,1778520181228001,1,1,S:8AM-8PM,12,,,MONTGOMERY,1201,,,,1,,8,2,8,17JAN19:08:35,8,,,7,,1,,5,,2,,,86.159413858,2018121315weS:8AM-8PM,,0,1778520181228001
,SPOTTED SEATROUT,2018111317weS:8AM-8PM,2018613171776820181117,2018,6,12,95,13,51,53,8,7,1,1,3,0.00,2,2,1,1,0,0,0,1,8,1776820181117003,6,6,2,,4.00,,,O,we,,1776820181117,3,1776820181117003,1,1,S:8AM-8PM,11,,,ORANGE,1204,169239,,,1,,8,2,8,17JAN19:08:35,1,8835440102,,8,,1,,31,,2,,,785.98887127,2018111317weS:8AM-8PM,,0,1776820181117003
,SPOTTED SEATROUT,2018111317weS:8AM-8PM,2018613171778520181130,2018,6,13,127,13,127,158,8,7,1,1,2,0.00,48,8,2,1,12,0,0,2,1,1778520181130001,6,6,1,,3.50,,,Y,we,,1778520181130,3,1778520181130001,1,1,S:8AM-8PM,11,22,0,GLYNN,1213,169239,,,1,,2,2,2,17JAN19:08:35,1,8835440102,,8,,2,,45,,2,,,510.9403418,2018111317weS:8AM-8PM,,0,1778520181130001
,SPOTTED SEATROUT,2018111317weS:8AM-8PM,2018613171778520181130,2018,6,13,127,13,127,158,8,7,1,1,2,0.00,48,8,0,1,0,1,1,2,2,1778520181130002,6,6,3,,3.50,,,Y,we,,1778520181130,3,1778520181130001,1,1,S:8AM-8PM,11,,,GLYNN,1215,169239,,,1,,8,2,8,17JAN19:08:35,1,8835440102,,8,,1,,55,,2,,,510.9403418,2018111317weS:8AM-8PM,,0,1778520181130001
,,2018121317weS:8AM-8PM,2018613171751120181229,2018,6,13,31,13,191,1593,8,7,1,2,2,0.00,1,0,1,1,0,0,0,5,1,1751120181229003,6,6,2,,8.00,,,N,we,,1751120181229,3,1751120181229003,1,1,S:8AM-8PM,12,0,1,,1610,,,,1,,8,1,8,17JAN19:08:35,2,,,8,,1,237,33,,1,,,913.71752648,2018121317weS:8AM-8PM,,0,1751120181229003
,,2018121317weS:8AM-8PM,2018613171751120181229,2018,6,13,31,13,191,1593,8,7,1,2,2,0.00,1,0,1,1,0,0,1,5,2,1751120181229004,6,6,2,,8.00,,,N,we,,1751120181229,3,1751120181229003,1,1,S:8AM-8PM,12,,,,1611,,,,1,,8,1,8,17JAN19:08:35,2,,,8,,2,237,20,,1,,,913.71752648,2018121317weS:8AM-8PM,,0,1751120181229004
,,2018121317weS:8AM-8PM,2018613171751120181229,2018,6,13,107,13,191,1593,8,7,1,2,2,,0,0,1,0,0,0,1,5,2,1751120181229005,6,6,2,,8.00,,,N,we,,1751120181229,3,1751120181229003,,1,S:8AM-8PM,12,,,,1612,,,,1,,8,1,8,17JAN19:08:35,2,,,8,,1,237,36,,1,,,913.71752648,2018121317weS:8AM-8PM,,0,1751120181229005
,,2018121317weS:8AM-8PM,2018613171751120181229,2018,6,13,107,13,191,1593,8,7,1,2,2,0.00,1,0,1,1,0,0,1,5,2,1751120181229006,6,6,2,,8.00,,,N,we,,1751120181229,3,1751120181229003,1,1,S:8AM-8PM,12,,,,1613,,,,1,,8,1,8,17JAN19:08:35,2,,,8,,1,237,33,,1,,,913.71752648,2018121317weS:8AM-8PM,,0,1751120181229006
,,2018121317weS:8AM-8PM,2018613171751120181229,2018,6,13,107,13,191,1593,8,7,1,2,2,,20,2,1,0,0,0,1,5,2,1751120181229007,6,6,2,,8.00,,,N,we,,1751120181229,3,1751120181229003,,1,S:8AM-8PM,12,,,,1614,,,,1,,8,1,8,17JAN19:08:35,2,,,8,,1,237,36,,1,,,913.71752648,2018121317weS:8AM-8PM,,0,1751120181229007
,BLACK SEA BASS,2018121317wdS:8AM-8PM,2018613171776820181219,2018,6,13,127,13,127,18,8,7,1,2,3.5,0.00,20,2,4,0,1,0,0,4,1,1776820181219003,6,6,1,,4.50,,,Y,wd,,1776820181219,3,1776820181219003,1,1,S:8AM-8PM,12,5,0,GLYNN,1330,167687,,,1,,2,1,2,17JAN19:08:35,2,8835020301,,8,,1,,22,,2,,,3550.7172968,2018121317wdS:8AM-8PM,,0,1776820181219003
,BLACK SEA BASS,2018121317wdS:8AM-8PM,2018613171776820181219,2018,6,13,127,13,127,18,8,7,1,2,3.5,0.00,5,1,0,1,0,1,1,4,2,1776820181219004,6,6,3,,4.50,,,Y,wd,,1776820181219,3,1776820181219003,1,1,S:8AM-8PM,12,,,GLYNN,1332,167687,,,1,,8,2,8,17JAN19:08:35,2,8835020301,,8,,1,,23,,2,,,3550.7172968,2018121317wdS:8AM-8PM,,0,1776820181219003
,BLACK SEA BASS,2018121317wdS:8AM-8PM,2018613171776820181219,2018,6,13,127,13,127,18,8,7,1,2,3.5,0.00,15,5,0,1,0,1,1,4,2,1776820181219005,6,6,3,,4.50,,,Y,wd,,1776820181219,3,1776820181219003,1,1,S:8AM-8PM,12,,,GLYNN,1334,167687,,,1,,8,2,8,17JAN19:08:35,2,8835020301,,8,,1,,22,,2,,,3550.7172968,2018121317wdS:8AM-8PM,,0,1776820181219003
,BLACK SEA BASS,2018121317wdS:8AM-8PM,2018613171776820181219,2018,6,13,127,13,127,18,8,7,1,2,3.5,0.00,30,10,0,1,0,1,1,4,2,1776820181219006,6,6,3,,4.50,,,Y,wd,,1776820181219,3,1776820181219003,1,1,S:8AM-8PM,12,,,GLYNN,1336,167687,,,1,,8,2,8,17JAN19:08:35,2,8835020301,,8,,1,,,,2,,,3550.7172968,2018121317wdS:8AM-8PM,,0,1776820181219003
RED DRUM,SPOTTED SEATROUT,2018111317weS:8AM-8PM,2018613171657420181104,2018,6,13,127,13,127,17,8,7,3,5,3,0.00,15,2,1,2,1,0,0,1,8,1657420181104001,6,6,1,,4.50,,,Y,we,,1657420181104,3,1657420181104001,1,1,S:8AM-8PM,11,1,10,GLYNN,1118,169239,169290,,1,,8,1,1,17JAN19:08:35,8,8835440102,8835440901,8,,1,,42,,2,,,482.37113113,2018111317weS:8AM-8PM,,0,1657420181104001
RED DRUM,SPOTTED SEATROUT,2018111317weS:8AM-8PM,2018613171657420181104,2018,6,13,127,13,127,17,8,7,3,5,3,0.00,25,3,1,2,2,0,0,1,8,1657420181104002,6,6,1,,4.50,,,Y,we,,1657420181104,3,1657420181104002,1,1,S:8AM-8PM,11,2,10,GLYNN,1119,169239,169290,,1,,8,1,1,17JAN19:08:35,8,8835440102,8835440901,8,,1,,47,,2,,,482.37113113,2018111317weS:8AM-8PM,,0,1657420181104002
SPOTTED SEATROUT,RED DRUM,2018111317weS:8AM-8PM,2018613171657420181104,2018,6,13,25,13,127,17,8,7,3,5,3.5,0.00,7,1,1,1,0,0,0,3,1,1657420181104003,6,6,2,,4.00,,,Y,we,,1657420181104,3,1657420181104003,1,1,S:8AM-8PM,11,,,BRANTLEY,1156,169290,169239,,1,,8,1,8,17JAN19:08:35,8,8835440901,8835440102,8,,1,,30,,2,,,482.37113113,2018111317weS:8AM-8PM,,0,1657420181104003
SPOTTED SEATROUT,RED DRUM,2018111317weS:8AM-8PM,2018613171657420181104,2018,6,13,25,13,127,17,8,7,3,5,3.5,0.00,7,1,1,0,2,0,1,3,2,1657420181104004,6,6,1,,4.00,,,Y,we,,1657420181104,3,1657420181104003,1,1,S:8AM-8PM,11,2,0,BRANTLEY,1157,169290,169239,,1,,8,2,1,17JAN19:08:35,8,8835440901,8835440102,8,,1,,8,,2,,,482.37113113,2018111317weS:8AM-8PM,,0,1657420181104004
SPOTTED SEATROUT,RED DRUM,2018111317weS:8AM-8PM,2018613171657420181104,2018,6,13,49,13,127,17,8,7,3,5,3.5,,4,1,1,0,0,0,1,3,2,1657420181104005,6,6,2,,4.00,,,Y,we,,1657420181104,3,1657420181104003,,1,S:8AM-8PM,11,,,CHARLTON,1158,169290,169239,,1,,8,1,8,17JAN19:08:35,8,8835440901,8835440102,8,,1,,34,,2,,,482.37113113,2018111317weS:8AM-8PM,,0,1657420181104005
